UF,Ano,Pessoas,Rural,Urbana,administracao_publica_na,administracao_publica_nao_qualificado,administracao_publica_qualificado,adulto,agricultura_na,agricultura_nao_qualificado,agricultura_ocupado,agricultura_ocupado_adulto,agricultura_ocupado_adulto_rural,agricultura_ocupado_adulto_urbana,agricultura_ocupado_crianca,agricultura_ocupado_crianca_rural,agricultura_ocupado_crianca_urbana,agricultura_ocupado_jovem,agricultura_ocupado_jovem_rural,agricultura_ocupado_jovem_urbana,agricultura_qualificado,alojamento_na,alojamento_nao_qualificado,alojamento_qualificado,atividades_mal_definidas_na,atividades_mal_definidas_nao_qualificado,atividades_mal_definidas_qualificado,comercio_na,comercio_nao_qualificado,comercio_qualificado,construcao_na,construcao_nao_qualificado,construcao_qualificado,crianca,criancas_menos14,desocupado,educacao_saude_na,educacao_saude_nao_qualificado,educacao_saude_qualificado,fora_forca_trabalho,fora_forca_trabalho_na,fora_forca_trabalho_nao_potencial,fora_forca_trabalho_potencial,forca_trabalho,forca_trabalho_desocupado,forca_trabalho_na,forca_trabalho_ocupado,idade_media_agricultura,industria_na,industria_nao_qualificado,industria_qualificado,informacao_na,informacao_nao_qualificado,informacao_qualificado,jovem,nao_qualificado,ocupacao_na,ocupado,ocupado_nao_subocupado,ocupado_subocupado,outros_servicos_na,outros_servicos_nao_qualificado,outros_servicos_qualificado,populacao_14mais,potencial_desalentado,potencial_nao_desalentado,qualificacao_na,qualificado,rural_administracao_publica,rural_adulto,rural_agricultura,rural_agricultura_adulto,rural_agricultura_crianca,rural_agricultura_escolaridade_na,rural_agricultura_fundamental_completo,rural_agricultura_fundamental_incompleto,rural_agricultura_jovem,rural_agricultura_medio_completo,rural_agricultura_medio_incompleto,rural_agricultura_sem_instrucao,rural_agricultura_superior_completo,rural_agricultura_superior_incompleto,rural_alojamento,rural_atividades_mal_definidas,rural_comercio,rural_construcao,rural_crianca,rural_educacao_saude,rural_escolaridadeNA,rural_fundamental_completo,rural_fundamental_incompleto,rural_industria,rural_informacao,rural_jovem,rural_medio_completo,rural_medio_incompleto,rural_nao_qualificado,rural_outros_servicos,rural_qualificacao_na,rural_qualificado,rural_sem_instrucao,rural_servicos_domesticos,rural_setor_na,rural_superior_completo,rural_superior_incompleto,rural_transporte,servicos_domesticos_na,servicos_domesticos_nao_qualificado,servicos_domesticos_qualificado,setor_administracao_publica,setor_agricultura,setor_alojamento,setor_atividades_mal_definidas,setor_comercio,setor_construcao,setor_educacao_saude,setor_industria,setor_informacao,setor_na,setor_na_na,setor_na_nao_qualificado,setor_na_qualificado,setor_outros_servicos,setor_servicos_domesticos,setor_transporte,transporte_na,transporte_nao_qualificado,transporte_qualificado,urbano_administracao_publica,urbano_adulto,urbano_agricultura,urbano_agricultura_adulto,urbano_agricultura_crianca,urbano_agricultura_escolaridade_na,urbano_agricultura_fundamental_completo,urbano_agricultura_fundamental_incompleto,urbano_agricultura_jovem,urbano_agricultura_medio_completo,urbano_agricultura_medio_incompleto,urbano_agricultura_sem_instrucao,urbano_agricultura_superior_completo,urbano_agricultura_superior_incompleto,urbano_alojamento,urbano_atividades_mal_definidas,urbano_comercio,urbano_construcao,urbano_crianca,urbano_educacao_saude,urbano_escolaridadeNA,urbano_fundamental_completo,urbano_fundamental_incompleto,urbano_industria,urbano_informacao,urbano_jovem,urbano_medio_completo,urbano_medio_incompleto,urbano_nao_qualificado,urbano_outros_servicos,urbano_qualificacao_na,urbano_qualificado,urbano_sem_instrucao,urbano_servicos_domesticos,urbano_setor_na,urbano_superior_completo,urbano_superior_incompleto,urbano_transporte
Amazonas,2015,3705871.0,671112.0,3034759.0,0.0,70483.0,48510.0,1539779.0,0.0,282407.0,284202.0,184103.0,130727.0,53375.0,0.0,0.0,0.0,100099.0,79202.0,20897.0,1794.0,0.0,70144.0,8643.0,0.0,9.0,0.0,0.0,232005.0,33805.0,0.0,106432.0,6652.0,1044974.0,1044974.0,158936.0,0.0,59218.0,89985.0,1019805.0,0.0,952914.0,66891.0,1641092.0,158936.0,0.0,1482156.0,37.15,0.0,152405.0,31220.0,0.0,62241.0,27062.0,1121118.0,2977854.0,2064779.0,1482156.0,1429237.0,52918.0,0.0,43047.0,9444.0,2660897.0,26235.0,40656.0,363156.0,364861.0,5922.0,246746.0,209930.0,130727.0,0.0,0.0,21249.0,124642.0,79202.0,17399.0,12774.0,32477.0,238.0,1151.0,2183.0,9.0,7510.0,4139.0,235916.0,17252.0,76016.0,43933.0,346911.0,8876.0,820.0,188450.0,47244.0,33110.0,584164.0,1158.0,76016.0,10932.0,112966.0,3548.0,406719.0,5862.0,5069.0,3044.0,0.0,62383.0,1553.0,118993.0,284202.0,78786.0,9.0,265810.0,113084.0,149203.0,183625.0,89302.0,2223716.0,363156.0,1762399.0,98160.0,52491.0,63937.0,82714.0,0.0,74680.0,8034.0,113071.0,1293033.0,74272.0,53375.0,0.0,0.0,9068.0,38051.0,20897.0,10235.0,5814.0,10699.0,84.0,321.0,76603.0,0.0,258300.0,108944.0,809058.0,131951.0,287140.0,242118.0,963106.0,174749.0,88482.0,932668.0,746543.0,195334.0,2393690.0,51333.0,287140.0,353930.0,246589.0,60389.0,1816996.0,222562.0,131367.0,79670.0
Amazonas,2016,3759021.0,672219.0,3086802.0,0.0,55743.0,46008.0,1574258.0,0.0,295198.0,296748.0,189196.0,135263.0,53933.0,0.0,0.0,0.0,107552.0,86391.0,21161.0,1550.0,0.0,68022.0,7466.0,0.0,0.0,0.0,0.0,249049.0,37395.0,0.0,94323.0,5887.0,1055168.0,1055168.0,236221.0,0.0,69353.0,96290.0,993838.0,0.0,862259.0,131579.0,1710016.0,236221.0,0.0,1473795.0,37.1,0.0,127817.0,33964.0,0.0,49561.0,30392.0,1129596.0,2987767.0,2049005.0,1473795.0,1396727.0,77068.0,0.0,45194.0,11777.0,2703854.0,64777.0,66802.0,379017.0,392238.0,5011.0,239558.0,221654.0,135263.0,0.0,0.0,18699.0,133338.0,86391.0,22486.0,12001.0,34627.0,324.0,179.0,2391.0,0.0,12687.0,3402.0,240630.0,17780.0,84060.0,42165.0,335531.0,7281.0,929.0,192030.0,61752.0,31820.0,576907.0,1448.0,84060.0,11252.0,105639.0,5238.0,389839.0,7579.0,3672.0,4557.0,0.0,65494.0,1903.0,101751.0,296748.0,75488.0,0.0,286444.0,100209.0,165643.0,161781.0,79952.0,2285226.0,379017.0,1792881.0,113328.0,56971.0,67397.0,81410.0,0.0,75132.0,6279.0,96740.0,1334700.0,75094.0,53933.0,0.0,0.0,6570.0,37344.0,21161.0,11231.0,4498.0,14404.0,685.0,363.0,73097.0,0.0,273757.0,96807.0,814537.0,147863.0,294956.0,219819.0,962158.0,154501.0,79023.0,937565.0,773956.0,212965.0,2410860.0,55523.0,294956.0,380986.0,241961.0,62159.0,1895387.0,249423.0,131563.0,76854.0
Amazonas,2017,3810361.0,635633.0,3174728.0,0.0,53911.0,53547.0,1640314.0,0.0,281962.0,284797.0,178354.0,128876.0,49478.0,0.0,0.0,0.0,106442.0,85093.0,21349.0,2835.0,0.0,71978.0,9984.0,0.0,196.0,82.0,0.0,236726.0,42699.0,0.0,79922.0,3373.0,1048695.0,1048695.0,276902.0,0.0,68518.0,98644.0,1018018.0,0.0,866307.0,151711.0,1743647.0,276902.0,0.0,1466745.0,37.04,0.0,128367.0,35217.0,0.0,56112.0,39240.0,1121351.0,3006690.0,2066714.0,1466745.0,1381683.0,85062.0,0.0,45639.0,11306.0,2761665.0,84992.0,66719.0,372310.0,431361.0,3814.0,231834.0,213970.0,128876.0,0.0,0.0,19401.0,124752.0,85093.0,23168.0,15743.0,28743.0,822.0,1341.0,2885.0,0.0,10364.0,3405.0,221523.0,15679.0,75897.0,40588.0,325526.0,9902.0,707.0,182275.0,60385.0,35383.0,550515.0,1355.0,75897.0,9221.0,88632.0,5663.0,363937.0,6081.0,3140.0,3952.0,0.0,63927.0,1896.0,107458.0,284797.0,81961.0,278.0,279426.0,83296.0,167163.0,163585.0,95353.0,2343616.0,372310.0,1847539.0,123767.0,56945.0,65823.0,80662.0,0.0,71892.0,8770.0,103644.0,1408480.0,70827.0,49478.0,0.0,0.0,4337.0,36802.0,21349.0,11946.0,5892.0,11177.0,431.0,242.0,79077.0,278.0,269061.0,79891.0,827172.0,151484.0,296413.0,201489.0,988885.0,153683.0,94646.0,939076.0,809256.0,219690.0,2456175.0,55589.0,296413.0,422140.0,236856.0,60160.0,1979679.0,273388.0,148752.0,76710.0
Amazonas,2018,3859965.0,628913.0,3231052.0,0.0,57021.0,51541.0,1733853.0,0.0,265219.0,267212.0,170661.0,130190.0,40472.0,0.0,0.0,0.0,96550.0,82504.0,14047.0,1993.0,0.0,87049.0,13037.0,0.0,227.0,0.0,0.0,238699.0,46736.0,0.0,77762.0,5356.0,993022.0,993022.0,248189.0,0.0,68916.0,107364.0,1099209.0,0.0,918945.0,180264.0,1767734.0,248189.0,0.0,1519545.0,37.37,0.0,136022.0,38760.0,0.0,63389.0,44338.0,1133089.0,3030262.0,2092231.0,1519545.0,1424190.0,95355.0,0.0,47761.0,11221.0,2866943.0,100158.0,80106.0,346417.0,483286.0,2703.0,241209.0,212693.0,130190.0,0.0,0.0,18345.0,118129.0,82504.0,28018.0,18820.0,28008.0,826.0,547.0,2751.0,58.0,9602.0,3981.0,202627.0,15851.0,75574.0,42514.0,309472.0,10068.0,1229.0,185077.0,65081.0,38723.0,541854.0,1231.0,75574.0,11485.0,86064.0,5363.0,360290.0,8045.0,3440.0,3094.0,0.0,68860.0,1640.0,108562.0,267212.0,100086.0,227.0,285436.0,83119.0,176280.0,174782.0,107727.0,2340420.0,346417.0,1843866.0,150136.0,58982.0,70500.0,86633.0,0.0,75470.0,11163.0,105859.0,1492644.0,54518.0,40472.0,0.0,0.0,3035.0,28905.0,14047.0,8774.0,4292.0,8893.0,587.0,32.0,97335.0,168.0,275834.0,79137.0,790395.0,160430.0,270843.0,194053.0,994502.0,164714.0,106499.0,948013.0,843135.0,231925.0,2488408.0,57751.0,270843.0,471801.0,224793.0,65138.0,1980130.0,311377.0,160424.0,83539.0
Amazonas,2019,3907911.0,652889.0,3255022.0,0.0,55994.0,53562.0,1728621.0,0.0,275452.0,277965.0,178169.0,132887.0,45282.0,0.0,0.0,0.0,99796.0,83673.0,16123.0,2513.0,0.0,84978.0,16857.0,0.0,64.0,0.0,0.0,238807.0,52040.0,0.0,86920.0,6903.0,1009184.0,1009184.0,260647.0,0.0,66727.0,114092.0,1058006.0,0.0,874054.0,183952.0,1840721.0,260647.0,0.0,1580073.0,36.96,0.0,134078.0,46981.0,0.0,63617.0,47411.0,1170105.0,3020688.0,2067190.0,1580073.0,1459934.0,120140.0,0.0,56539.0,15137.0,2898726.0,101396.0,82556.0,356565.0,530658.0,2024.0,244209.0,216560.0,132887.0,0.0,0.0,19172.0,128537.0,83673.0,26614.0,21391.0,19493.0,569.0,786.0,3321.0,0.0,10106.0,4516.0,220516.0,15041.0,72096.0,40376.0,343487.0,15019.0,2207.0,188164.0,67189.0,44709.0,569000.0,1819.0,72096.0,11793.0,73240.0,4383.0,374410.0,7786.0,4007.0,3484.0,0.0,66819.0,2989.0,109556.0,277965.0,101835.0,64.0,290847.0,93823.0,180819.0,181060.0,111028.0,2327837.0,356565.0,1815926.0,155347.0,71676.0,69808.0,91592.0,0.0,74766.0,16826.0,107532.0,1484412.0,61405.0,45282.0,0.0,0.0,4745.0,35019.0,16123.0,8655.0,4573.0,7255.0,995.0,163.0,98514.0,64.0,280741.0,89307.0,788668.0,165778.0,284468.0,195928.0,965484.0,166041.0,108821.0,981941.0,853929.0,229820.0,2451688.0,69857.0,284468.0,518865.0,206527.0,65425.0,1953427.0,347232.0,171633.0,88109.0
Amazonas,2020,3954321.0,672859.0,3281462.0,0.0,50009.0,59572.0,1800364.0,0.0,287658.0,290823.0,186256.0,146748.0,39508.0,0.0,0.0,0.0,104567.0,87810.0,16757.0,3165.0,0.0,66716.0,7960.0,0.0,0.0,0.0,0.0,244467.0,51486.0,0.0,69753.0,7092.0,979430.0,979430.0,286884.0,0.0,60348.0,116910.0,1176572.0,0.0,937777.0,238795.0,1798320.0,286884.0,0.0,1511436.0,37.03,0.0,120605.0,39376.0,0.0,64770.0,51433.0,1174527.0,3095771.0,2156002.0,1511436.0,1385992.0,125444.0,0.0,46877.0,14670.0,2974892.0,134512.0,104282.0,326361.0,532189.0,4116.0,266311.0,234558.0,146748.0,0.0,0.0,19254.0,123301.0,87810.0,45453.0,21238.0,22772.0,1348.0,1193.0,1816.0,0.0,8403.0,2382.0,211807.0,13361.0,64517.0,43459.0,333781.0,7496.0,1543.0,194741.0,92173.0,43010.0,595045.0,1687.0,64517.0,13297.0,82622.0,3605.0,391002.0,9232.0,4065.0,2891.0,0.0,57125.0,2801.0,109581.0,290823.0,74677.0,0.0,295953.0,76844.0,177257.0,159981.0,116202.0,2442885.0,326361.0,1949399.0,167125.0,61548.0,59926.0,88644.0,0.0,78044.0,10599.0,105465.0,1534054.0,56265.0,39508.0,0.0,0.0,4109.0,28499.0,16757.0,9009.0,5978.0,8047.0,103.0,521.0,72861.0,0.0,287550.0,74462.0,767623.0,163896.0,261844.0,205075.0,918772.0,152486.0,114660.0,979786.0,923975.0,234923.0,2500726.0,59861.0,261844.0,518892.0,217980.0,56321.0,2051884.0,363096.0,155797.0,85752.0
Amazonas,2021,3999078.0,610304.0,3388774.0,0.0,47416.0,56285.0,1802740.0,0.0,289456.0,293580.0,188240.0,135797.0,52443.0,0.0,0.0,0.0,105341.0,77416.0,27924.0,4124.0,0.0,73382.0,11537.0,0.0,497.0,151.0,0.0,260861.0,53857.0,0.0,99674.0,7471.0,1008896.0,1008896.0,280383.0,0.0,57781.0,108377.0,1120821.0,0.0,891896.0,228925.0,1869361.0,280383.0,0.0,1588978.0,37.41,0.0,125831.0,42708.0,0.0,60323.0,53858.0,1187443.0,3138820.0,2129717.0,1588978.0,1442106.0,146872.0,0.0,51811.0,16498.0,2990183.0,131578.0,97347.0,345264.0,514995.0,3950.0,242443.0,213213.0,135797.0,0.0,0.0,15397.0,108384.0,77416.0,46948.0,20872.0,19875.0,616.0,1121.0,1293.0,57.0,10491.0,3001.0,186425.0,14847.0,63350.0,34963.0,281630.0,6113.0,1328.0,181436.0,100641.0,47168.0,535233.0,673.0,63350.0,11721.0,70831.0,4325.0,348087.0,7976.0,3746.0,2928.0,0.0,71721.0,3631.0,103701.0,293580.0,84919.0,648.0,314718.0,107145.0,166159.0,168539.0,114181.0,2410100.0,345264.0,1919604.0,145232.0,68309.0,75352.0,91729.0,0.0,80462.0,11267.0,99751.0,1560297.0,80367.0,52443.0,0.0,0.0,5936.0,37237.0,27924.0,19504.0,6700.0,8604.0,672.0,1715.0,83626.0,591.0,304226.0,104144.0,822470.0,151312.0,281913.0,214614.0,929009.0,162426.0,112853.0,1006006.0,969563.0,242541.0,2603587.0,67636.0,281913.0,503273.0,247861.0,71027.0,2062013.0,354819.0,148454.0,88801.0
Amazonas,2022,4042260.0,613014.0,3429246.0,0.0,54337.0,58713.0,1855867.0,0.0,280559.0,284399.0,183256.0,126893.0,56363.0,0.0,0.0,0.0,101143.0,80147.0,20996.0,3840.0,0.0,83282.0,12835.0,0.0,0.0,0.0,0.0,268943.0,56705.0,0.0,97638.0,11200.0,1017242.0,1017242.0,204523.0,0.0,70054.0,118136.0,1122206.0,0.0,950399.0,171806.0,1902812.0,204523.0,0.0,1698289.0,37.37,0.0,137290.0,54682.0,0.0,72530.0,63193.0,1169151.0,3117928.0,2139448.0,1698289.0,1594907.0,103382.0,0.0,60632.0,17230.0,3025018.0,96233.0,75573.0,356252.0,568080.0,4995.0,240014.0,207040.0,126893.0,0.0,0.0,19745.0,105008.0,80147.0,43048.0,19209.0,18048.0,1280.0,703.0,1550.0,0.0,8608.0,4128.0,190880.0,14344.0,71792.0,39209.0,279574.0,6770.0,1947.0,182120.0,95063.0,43538.0,529078.0,1220.0,71792.0,12143.0,71694.0,5037.0,355656.0,8507.0,3637.0,1720.0,0.0,75574.0,5365.0,113050.0,284399.0,96117.0,0.0,325648.0,108838.0,188190.0,191972.0,135723.0,2343971.0,356252.0,1838954.0,148766.0,77862.0,80939.0,95551.0,0.0,78136.0,17415.0,108055.0,1615854.0,77359.0,56363.0,0.0,0.0,5212.0,36116.0,20996.0,16718.0,7308.0,10148.0,1364.0,494.0,94567.0,0.0,317040.0,104710.0,826362.0,173846.0,284459.0,191433.0,935867.0,185202.0,133775.0,987031.0,981992.0,231453.0,2588850.0,76642.0,284459.0,555937.0,248104.0,75902.0,1988316.0,384324.0,171612.0,93831.0
Amazonas,2023,4084011.0,609127.0,3474883.0,0.0,54512.0,58094.0,1908260.0,0.0,279218.0,282593.0,182441.0,131249.0,51191.0,0.0,0.0,0.0,100152.0,82982.0,17170.0,3374.0,0.0,83528.0,12824.0,0.0,0.0,0.0,0.0,264300.0,60683.0,0.0,84986.0,9748.0,996559.0,996559.0,182017.0,0.0,74761.0,126498.0,1206102.0,0.0,1077217.0,128884.0,1881350.0,182017.0,0.0,1699333.0,37.29,0.0,138447.0,59094.0,0.0,69747.0,68142.0,1179192.0,3159723.0,2202660.0,1699333.0,1610764.0,88569.0,0.0,64081.0,17425.0,3087452.0,70447.0,58438.0,340277.0,584010.0,3726.0,244936.0,214232.0,131249.0,0.0,0.0,19767.0,110503.0,82982.0,45897.0,19079.0,16957.0,700.0,1327.0,1767.0,0.0,6369.0,2747.0,183760.0,18203.0,64104.0,40133.0,278757.0,6696.0,2291.0,180432.0,102398.0,41536.0,531613.0,2596.0,64104.0,13410.0,68788.0,7126.0,341408.0,8534.0,4876.0,1965.0,0.0,68696.0,4371.0,112606.0,282593.0,96352.0,0.0,324983.0,94734.0,201259.0,197541.0,137889.0,2384677.0,340277.0,1894211.0,150189.0,81506.0,73066.0,96805.0,0.0,83237.0,13568.0,108879.0,1663324.0,68361.0,51191.0,0.0,0.0,4476.0,32938.0,17170.0,14287.0,5375.0,9938.0,861.0,486.0,94585.0,0.0,318613.0,91987.0,812799.0,183055.0,276173.0,185374.0,934925.0,190845.0,135597.0,998760.0,1029366.0,235442.0,2628110.0,78910.0,276173.0,570600.0,243003.0,65940.0,2043270.0,407896.0,162705.0,94840.0
Amazonas,2024,4124394.0,601686.0,3522708.0,0.0,61983.0,66497.0,1982280.0,0.0,274555.0,278436.0,178679.0,130473.0,48206.0,0.0,0.0,0.0,99756.0,79469.0,20287.0,3880.0,0.0,82641.0,10879.0,0.0,0.0,0.0,0.0,241220.0,60792.0,0.0,86395.0,7973.0,955009.0,955009.0,163667.0,0.0,87150.0,140507.0,1260026.0,0.0,1150383.0,109643.0,1909359.0,163667.0,0.0,1745692.0,37.56,0.0,149576.0,55382.0,0.0,75114.0,66396.0,1187106.0,3182594.0,2215035.0,1745692.0,1684032.0,61660.0,0.0,62540.0,20160.0,3169386.0,54210.0,55433.0,324468.0,617332.0,3780.0,251024.0,209943.0,130473.0,0.0,0.0,21036.0,101409.0,79469.0,47909.0,18624.0,18469.0,1482.0,1014.0,1822.0,0.0,8098.0,3162.0,177613.0,19057.0,62963.0,43811.0,264979.0,4941.0,2164.0,173049.0,104909.0,39928.0,522495.0,2136.0,62963.0,16229.0,68867.0,4901.0,338660.0,11597.0,4632.0,3022.0,0.0,72886.0,3721.0,128481.0,278436.0,93520.0,0.0,302012.0,94369.0,227658.0,204958.0,141510.0,2378702.0,324468.0,1891860.0,162374.0,82701.0,76607.0,115443.0,0.0,96673.0,18769.0,124701.0,1731256.0,68493.0,48206.0,0.0,0.0,5953.0,30803.0,20287.0,18229.0,5011.0,7112.0,892.0,493.0,91698.0,0.0,293914.0,91206.0,777396.0,208600.0,261505.0,184591.0,904035.0,200017.0,139345.0,1014056.0,1117885.0,227785.0,2660100.0,80564.0,261505.0,601103.0,225804.0,71706.0,2040042.0,441939.0,159164.0,112421.0
Amazonas,2025,4163290.0,557860.0,3605430.0,0.0,57055.0,73754.0,2051025.0,0.0,238807.0,242073.0,163689.0,117786.0,45904.0,0.0,0.0,0.0,78384.0,63539.0,14845.0,3266.0,0.0,91538.0,14947.0,0.0,495.0,0.0,0.0,258669.0,62492.0,0.0,103736.0,9431.0,950192.0,950192.0,162538.0,0.0,92410.0,167873.0,1223140.0,0.0,1116650.0,106490.0,1989959.0,162538.0,0.0,1827420.0,38.8,0.0,174963.0,55698.0,0.0,77208.0,61661.0,1162074.0,3191250.0,2173331.0,1827420.0,1768886.0,58534.0,0.0,65828.0,27917.0,3213098.0,52067.0,54423.0,313388.0,658651.0,3246.0,240543.0,181324.0,117786.0,0.0,0.0,18718.0,81472.0,63539.0,44361.0,17906.0,17231.0,1044.0,593.0,3145.0,187.0,10962.0,3890.0,160270.0,20465.0,57013.0,39665.0,230775.0,6380.0,3154.0,157047.0,106392.0,39497.0,483266.0,2236.0,57013.0,17581.0,66938.0,6294.0,311885.0,11232.0,6349.0,4691.0,0.0,75715.0,4762.0,130809.0,242073.0,106485.0,495.0,321161.0,113168.0,260282.0,230661.0,138869.0,2335870.0,313388.0,1863091.0,159391.0,93745.0,80477.0,109196.0,0.0,91736.0,17460.0,127563.0,1810481.0,60748.0,45904.0,0.0,0.0,4108.0,29562.0,14845.0,12505.0,5292.0,7651.0,1402.0,227.0,103340.0,308.0,310198.0,109278.0,789922.0,239817.0,256375.0,182894.0,921609.0,224280.0,135714.0,1005027.0,1134575.0,226749.0,2707984.0,91509.0,256375.0,641071.0,242157.0,74183.0,2023985.0,462279.0,178792.0,104505.0
Bahia,2012,14282333.0,4064968.0,10217365.0,0.0,281065.0,132575.0,6850242.0,0.0,1169515.0,1178285.0,839528.0,589939.0,249590.0,0.0,0.0,0.0,338757.0,258884.0,79873.0,8770.0,0.0,268611.0,15318.0,0.0,550.0,0.0,0.0,1077804.0,91456.0,0.0,550729.0,22352.0,3395058.0,3395058.0,760541.0,0.0,282454.0,260512.0,4073344.0,0.0,3336008.0,737336.0,6813931.0,760541.0,0.0,6053391.0,40.47,0.0,474638.0,49371.0,0.0,283137.0,121336.0,4037034.0,12194463.0,7468402.0,6053391.0,5162822.0,890569.0,0.0,241612.0,30395.0,10887275.0,314411.0,422924.0,1147357.0,940513.0,57155.0,1835245.0,848822.0,589939.0,0.0,0.0,51237.0,500067.0,258884.0,50593.0,39152.0,205430.0,1635.0,709.0,36619.0,125.0,132409.0,93580.0,1077459.0,65114.0,352099.0,210792.0,2095384.0,81984.0,10341.0,1152264.0,341709.0,196817.0,3668448.0,18613.0,352099.0,44421.0,823746.0,82304.0,2604832.0,25854.0,18568.0,33072.0,0.0,424111.0,1802.0,413639.0,1178285.0,283929.0,550.0,1169260.0,573082.0,542966.0,524009.0,404473.0,8228942.0,1147357.0,6890502.0,191084.0,272008.0,425913.0,265276.0,0.0,249735.0,15541.0,356484.0,5014996.0,329463.0,249590.0,0.0,0.0,20244.0,178938.0,79873.0,32257.0,19783.0,71814.0,3603.0,2823.0,247309.0,425.0,1036851.0,479502.0,2317599.0,477853.0,795258.0,689731.0,3905488.0,442026.0,394133.0,2884769.0,2248451.0,662017.0,8526015.0,253395.0,795258.0,896092.0,1020328.0,343610.0,5624110.0,600443.0,295649.0,232205.0
Bahia,2013,14346993.0,4086000.0,10260994.0,0.0,277616.0,128957.0,7020490.0,0.0,1161633.0,1168825.0,845303.0,618236.0,227067.0,0.0,0.0,0.0,323522.0,248802.0,74720.0,7192.0,0.0,290144.0,10881.0,0.0,257.0,0.0,0.0,1113924.0,84021.0,0.0,521406.0,20190.0,3359227.0,3359227.0,760239.0,0.0,262954.0,266618.0,4231140.0,0.0,3529578.0,701562.0,6756626.0,760239.0,0.0,5996387.0,40.38,0.0,460550.0,37904.0,0.0,288659.0,132899.0,3967277.0,12305068.0,7590367.0,5996387.0,5231797.0,764590.0,0.0,238360.0,24824.0,10987766.0,334642.0,366920.0,1099901.0,942025.0,60080.0,1891718.0,867038.0,618236.0,0.0,0.0,50868.0,523085.0,248802.0,55332.0,40160.0,195418.0,1634.0,541.0,39058.0,0.0,121698.0,97846.0,1065090.0,62286.0,326186.0,213923.0,2134661.0,77854.0,13071.0,1129191.0,340979.0,198101.0,3708928.0,20233.0,326186.0,50886.0,821263.0,76295.0,2622455.0,27832.0,23054.0,28086.0,0.0,422179.0,1226.0,406573.0,1168825.0,301025.0,257.0,1197946.0,541595.0,529572.0,498453.0,421559.0,8350606.0,1099901.0,7037994.0,212712.0,263184.0,423405.0,243994.0,0.0,229392.0,14602.0,346493.0,5128771.0,301787.0,227067.0,0.0,0.0,18290.0,171314.0,74720.0,39864.0,14755.0,52547.0,3141.0,1876.0,261967.0,257.0,1076248.0,443749.0,2294137.0,467285.0,773715.0,712434.0,3886857.0,420599.0,408488.0,2838085.0,2350638.0,655852.0,8596139.0,242951.0,773715.0,891139.0,990359.0,347110.0,5728151.0,587170.0,303968.0,215909.0
Bahia,2014,14407941.0,3787360.0,10620581.0,0.0,252108.0,145747.0,7158451.0,0.0,1152774.0,1159250.0,840980.0,610325.0,230656.0,0.0,0.0,0.0,318269.0,254893.0,63376.0,6476.0,0.0,292975.0,15036.0,0.0,0.0,308.0,0.0,1121281.0,107508.0,0.0,557208.0,16510.0,3307961.0,3307961.0,716775.0,0.0,296495.0,300077.0,4150797.0,0.0,3540815.0,609982.0,6949183.0,716775.0,0.0,6232408.0,40.7,0.0,472196.0,41949.0,0.0,320388.0,158222.0,3941529.0,12233281.0,7458758.0,6232408.0,5489989.0,742419.0,0.0,245906.0,34838.0,11099980.0,281185.0,328797.0,1116666.0,1057993.0,48441.0,1789669.0,865218.0,610325.0,0.0,0.0,50372.0,538442.0,254893.0,64267.0,37255.0,173828.0,483.0,572.0,37514.0,0.0,112840.0,100707.0,939780.0,66572.0,290088.0,200538.0,2017526.0,76705.0,13659.0,1057911.0,337812.0,185092.0,3446329.0,18774.0,290088.0,50943.0,705361.0,73658.0,2343783.0,27828.0,23115.0,29489.0,0.0,417820.0,2086.0,397855.0,1159250.0,308010.0,308.0,1228789.0,573718.0,596572.0,514145.0,478610.0,8175533.0,1116666.0,6844653.0,214214.0,280745.0,419906.0,274500.0,0.0,259479.0,15021.0,349413.0,5368782.0,294032.0,230656.0,0.0,0.0,14269.0,172482.0,63376.0,33837.0,11975.0,56048.0,3353.0,2068.0,270496.0,308.0,1115949.0,473012.0,2368181.0,530000.0,826578.0,696810.0,3944768.0,437440.0,464951.0,2883618.0,2451455.0,701555.0,8786952.0,261971.0,826578.0,1007050.0,992365.0,346247.0,5831750.0,642303.0,364747.0,245011.0
