UF,Ano,Pessoas,Rural,Urbana,administracao_publica_na,administracao_publica_nao_qualificado,administracao_publica_qualificado,adulto,agricultura_na,agricultura_nao_qualificado,agricultura_ocupado,agricultura_ocupado_adulto,agricultura_ocupado_adulto_rural,agricultura_ocupado_adulto_urbana,agricultura_ocupado_crianca,agricultura_ocupado_crianca_rural,agricultura_ocupado_crianca_urbana,agricultura_ocupado_jovem,agricultura_ocupado_jovem_rural,agricultura_ocupado_jovem_urbana,agricultura_qualificado,alojamento_na,alojamento_nao_qualificado,alojamento_qualificado,atividades_mal_definidas_na,atividades_mal_definidas_nao_qualificado,atividades_mal_definidas_qualificado,comercio_na,comercio_nao_qualificado,comercio_qualificado,construcao_na,construcao_nao_qualificado,construcao_qualificado,crianca,criancas_menos14,desocupado,educacao_saude_na,educacao_saude_nao_qualificado,educacao_saude_qualificado,fora_forca_trabalho,fora_forca_trabalho_na,fora_forca_trabalho_nao_potencial,fora_forca_trabalho_potencial,forca_trabalho,forca_trabalho_desocupado,forca_trabalho_na,forca_trabalho_ocupado,idade_media_agricultura,industria_na,industria_nao_qualificado,industria_qualificado,informacao_na,informacao_nao_qualificado,informacao_qualificado,jovem,nao_qualificado,ocupacao_na,ocupado,ocupado_nao_subocupado,ocupado_subocupado,outros_servicos_na,outros_servicos_nao_qualificado,outros_servicos_qualificado,populacao_14mais,potencial_desalentado,potencial_nao_desalentado,qualificacao_na,qualificado,rural_administracao_publica,rural_adulto,rural_agricultura,rural_agricultura_adulto,rural_agricultura_crianca,rural_agricultura_escolaridade_na,rural_agricultura_fundamental_completo,rural_agricultura_fundamental_incompleto,rural_agricultura_jovem,rural_agricultura_medio_completo,rural_agricultura_medio_incompleto,rural_agricultura_sem_instrucao,rural_agricultura_superior_completo,rural_agricultura_superior_incompleto,rural_alojamento,rural_atividades_mal_definidas,rural_comercio,rural_construcao,rural_crianca,rural_educacao_saude,rural_escolaridadeNA,rural_fundamental_completo,rural_fundamental_incompleto,rural_industria,rural_informacao,rural_jovem,rural_medio_completo,rural_medio_incompleto,rural_nao_qualificado,rural_outros_servicos,rural_qualificacao_na,rural_qualificado,rural_sem_instrucao,rural_servicos_domesticos,rural_setor_na,rural_superior_completo,rural_superior_incompleto,rural_transporte,servicos_domesticos_na,servicos_domesticos_nao_qualificado,servicos_domesticos_qualificado,setor_administracao_publica,setor_agricultura,setor_alojamento,setor_atividades_mal_definidas,setor_comercio,setor_construcao,setor_educacao_saude,setor_industria,setor_informacao,setor_na,setor_na_na,setor_na_nao_qualificado,setor_na_qualificado,setor_outros_servicos,setor_servicos_domesticos,setor_transporte,transporte_na,transporte_nao_qualificado,transporte_qualificado,urbano_administracao_publica,urbano_adulto,urbano_agricultura,urbano_agricultura_adulto,urbano_agricultura_crianca,urbano_agricultura_escolaridade_na,urbano_agricultura_fundamental_completo,urbano_agricultura_fundamental_incompleto,urbano_agricultura_jovem,urbano_agricultura_medio_completo,urbano_agricultura_medio_incompleto,urbano_agricultura_sem_instrucao,urbano_agricultura_superior_completo,urbano_agricultura_superior_incompleto,urbano_alojamento,urbano_atividades_mal_definidas,urbano_comercio,urbano_construcao,urbano_crianca,urbano_educacao_saude,urbano_escolaridadeNA,urbano_fundamental_completo,urbano_fundamental_incompleto,urbano_industria,urbano_informacao,urbano_jovem,urbano_medio_completo,urbano_medio_incompleto,urbano_nao_qualificado,urbano_outros_servicos,urbano_qualificacao_na,urbano_qualificado,urbano_sem_instrucao,urbano_servicos_domesticos,urbano_setor_na,urbano_superior_completo,urbano_superior_incompleto,urbano_transporte
Mato Grosso do Sul,2015,2588228.0,272179.0,2316048.0,0.0,44330.0,43161.0,1276404.0,0.0,139401.0,146246.0,108211.0,60669.0,47542.0,0.0,0.0,0.0,38034.0,18890.0,19144.0,6845.0,0.0,52295.0,6263.0,0.0,0.0,0.0,0.0,215185.0,41833.0,0.0,115170.0,3692.0,602630.0,602630.0,81795.0,0.0,42677.0,76330.0,673430.0,0.0,616605.0,56825.0,1312168.0,81795.0,0.0,1230373.0,40.48,0.0,121453.0,14225.0,0.0,57407.0,43305.0,709193.0,2032973.0,1276060.0,1230373.0,1166233.0,64140.0,0.0,53368.0,14219.0,1985597.0,17086.0,39738.0,225864.0,329391.0,2725.0,136050.0,79559.0,60669.0,0.0,0.0,7005.0,51299.0,18890.0,8777.0,4803.0,5376.0,1626.0,673.0,2893.0,0.0,7544.0,4360.0,66377.0,3466.0,23375.0,20198.0,147234.0,14519.0,1242.0,69753.0,31402.0,14874.0,238381.0,1740.0,23375.0,10424.0,24672.0,10809.0,141433.0,5884.0,4540.0,1888.0,0.0,90562.0,1664.0,87491.0,146246.0,58558.0,0.0,257018.0,118862.0,119007.0,135677.0,100712.0,1357855.0,225864.0,1059379.0,72612.0,67587.0,92226.0,46990.0,0.0,41748.0,5243.0,84766.0,1140354.0,66687.0,47542.0,0.0,0.0,7613.0,35141.0,19144.0,9299.0,5247.0,4841.0,3452.0,1094.0,55664.0,0.0,249474.0,114502.0,536254.0,115540.0,202489.0,188530.0,899788.0,121158.0,99470.0,639441.0,390314.0,146652.0,1794593.0,65846.0,202489.0,318967.0,169309.0,81417.0,1216422.0,212500.0,106467.0,45102.0
Mato Grosso do Sul,2016,2618783.0,256280.0,2362503.0,0.0,42935.0,43283.0,1347476.0,0.0,137799.0,145485.0,106773.0,55126.0,51646.0,0.0,0.0,0.0,38712.0,18800.0,19912.0,7686.0,0.0,52210.0,8020.0,0.0,0.0,0.0,0.0,199465.0,48104.0,0.0,106781.0,6395.0,578916.0,578916.0,104013.0,0.0,51878.0,82539.0,683603.0,0.0,621525.0,62078.0,1356264.0,104013.0,0.0,1252250.0,40.43,0.0,108453.0,19990.0,0.0,58805.0,49528.0,692390.0,2036708.0,1262519.0,1252250.0,1200995.0,51255.0,0.0,50256.0,18932.0,2039867.0,29233.0,32845.0,205353.0,376722.0,2200.0,132301.0,73926.0,55126.0,0.0,0.0,7849.0,45784.0,18800.0,9690.0,4309.0,3967.0,1417.0,909.0,2907.0,0.0,7043.0,4518.0,61800.0,3611.0,23063.0,19319.0,135793.0,9526.0,1941.0,62179.0,32540.0,14200.0,221827.0,1197.0,23063.0,11390.0,19975.0,13645.0,133578.0,7094.0,4296.0,2189.0,0.0,104624.0,2199.0,86218.0,145485.0,60230.0,0.0,247569.0,113175.0,134416.0,128443.0,108333.0,1366532.0,205353.0,1076171.0,85009.0,69187.0,106824.0,52370.0,0.0,47332.0,5038.0,84018.0,1215175.0,71559.0,51646.0,0.0,0.0,7118.0,36668.0,19912.0,12899.0,5423.0,4092.0,4180.0,1180.0,57323.0,0.0,240526.0,108657.0,517116.0,130805.0,182290.0,179509.0,889337.0,118916.0,106392.0,630211.0,427247.0,159550.0,1814881.0,67991.0,182290.0,365332.0,159238.0,93179.0,1232955.0,237802.0,127530.0,50181.0
Mato Grosso do Sul,2017,2648319.0,268659.0,2379659.0,0.0,35930.0,46893.0,1378515.0,0.0,139710.0,151033.0,113736.0,62524.0,51212.0,0.0,0.0,0.0,37296.0,20749.0,16548.0,11323.0,0.0,64517.0,8242.0,0.0,181.0,0.0,0.0,186785.0,53632.0,0.0,95613.0,7463.0,587851.0,587851.0,117499.0,0.0,49147.0,90553.0,687424.0,0.0,611660.0,75764.0,1373044.0,117499.0,0.0,1255545.0,41.14,0.0,117202.0,21981.0,0.0,56935.0,53909.0,681953.0,2013272.0,1275275.0,1255545.0,1193333.0,62212.0,0.0,48504.0,17037.0,2060468.0,33051.0,42713.0,219308.0,415738.0,2396.0,138882.0,83273.0,62524.0,0.0,0.0,9423.0,49495.0,20749.0,12232.0,5158.0,3293.0,2496.0,1177.0,2252.0,0.0,6672.0,3937.0,68879.0,2923.0,24449.0,21945.0,139292.0,11591.0,1821.0,60897.0,33482.0,14133.0,230751.0,1385.0,24449.0,13460.0,21899.0,13717.0,137040.0,9178.0,4281.0,1653.0,0.0,94429.0,1798.0,82824.0,151033.0,72759.0,181.0,240417.0,103076.0,139700.0,139183.0,110844.0,1392773.0,219308.0,1076444.0,97021.0,65541.0,96227.0,53760.0,0.0,47873.0,5887.0,80428.0,1239632.0,67760.0,51212.0,0.0,0.0,5597.0,34284.0,16548.0,12957.0,4738.0,2533.0,6239.0,1411.0,70506.0,181.0,233745.0,99139.0,518972.0,136777.0,194860.0,188009.0,859134.0,127593.0,109023.0,621055.0,441355.0,148760.0,1782521.0,64156.0,194860.0,402279.0,145262.0,82511.0,1255734.0,277405.0,124873.0,52107.0
Mato Grosso do Sul,2018,2676870.0,249510.0,2427360.0,0.0,35790.0,51671.0,1395519.0,0.0,146002.0,158728.0,120181.0,63746.0,56434.0,0.0,0.0,0.0,38547.0,18340.0,20208.0,12725.0,0.0,62413.0,7495.0,0.0,82.0,135.0,0.0,201504.0,57007.0,0.0,97091.0,6071.0,589306.0,589306.0,107781.0,0.0,49513.0,97384.0,674550.0,0.0,597314.0,77236.0,1413014.0,107781.0,0.0,1305233.0,41.84,0.0,111167.0,20129.0,0.0,63599.0,54263.0,692044.0,2028163.0,1263856.0,1305233.0,1241025.0,64208.0,0.0,50946.0,19936.0,2087564.0,34364.0,42871.0,220009.0,428698.0,1291.0,137244.0,82086.0,63746.0,0.0,0.0,8180.0,50066.0,18340.0,10582.0,5708.0,3563.0,2234.0,1755.0,2318.0,21.0,4107.0,3204.0,55937.0,3979.0,20090.0,18240.0,132770.0,9048.0,1897.0,56328.0,28608.0,18112.0,216853.0,1420.0,20090.0,12566.0,19123.0,12539.0,126229.0,7796.0,4771.0,1368.0,0.0,100729.0,3256.0,87461.0,158728.0,69908.0,216.0,258511.0,103162.0,146897.0,131296.0,117862.0,1371637.0,220009.0,1060909.0,90719.0,70882.0,103985.0,56325.0,0.0,48417.0,7908.0,86170.0,1258275.0,76642.0,56434.0,0.0,0.0,8076.0,34067.0,20208.0,16872.0,6481.0,2410.0,6429.0,2308.0,67589.0,195.0,254403.0,99958.0,533369.0,142918.0,199919.0,179909.0,852996.0,122247.0,115965.0,635716.0,464181.0,169327.0,1811310.0,69463.0,199919.0,416131.0,144896.0,91446.0,1245407.0,293485.0,122646.0,54957.0
Mato Grosso do Sul,2019,2704461.0,251273.0,2453188.0,0.0,36003.0,54458.0,1425075.0,0.0,146886.0,158794.0,121115.0,63481.0,57635.0,0.0,0.0,0.0,37679.0,17126.0,20552.0,11908.0,0.0,58207.0,10431.0,0.0,0.0,0.0,0.0,200393.0,52690.0,0.0,97912.0,5659.0,591702.0,591702.0,115928.0,0.0,50582.0,104371.0,679438.0,0.0,599620.0,79818.0,1433321.0,115928.0,0.0,1317392.0,41.6,0.0,111495.0,22324.0,0.0,59755.0,62770.0,687683.0,2033247.0,1271140.0,1317392.0,1254977.0,62415.0,0.0,52237.0,18241.0,2112759.0,36713.0,43105.0,214195.0,457018.0,1706.0,139194.0,80607.0,63481.0,0.0,0.0,7754.0,47763.0,17126.0,13038.0,4588.0,3369.0,2694.0,1400.0,3657.0,0.0,2701.0,2622.0,54529.0,4302.0,20055.0,18905.0,132348.0,7739.0,1040.0,57549.0,32024.0,15392.0,219307.0,1096.0,20055.0,11911.0,20638.0,13987.0,130848.0,8877.0,3034.0,968.0,0.0,102199.0,3949.0,90461.0,158794.0,68639.0,0.0,253082.0,103571.0,154953.0,133819.0,122525.0,1387068.0,214195.0,1071999.0,100874.0,70478.0,106148.0,54922.0,0.0,45580.0,9342.0,88756.0,1285881.0,78187.0,57635.0,0.0,0.0,7698.0,33818.0,20552.0,18968.0,7622.0,2267.0,5570.0,2244.0,64981.0,0.0,250381.0,100949.0,537173.0,150651.0,194140.0,179822.0,845646.0,126080.0,121485.0,630134.0,470165.0,172818.0,1813941.0,69382.0,194140.0,445107.0,145491.0,92161.0,1256220.0,313863.0,131244.0,53954.0
Mato Grosso do Sul,2020,2731150.0,274985.0,2456165.0,0.0,33872.0,53177.0,1436340.0,0.0,145502.0,163594.0,126264.0,65529.0,60735.0,0.0,0.0,0.0,37330.0,19230.0,18100.0,18092.0,0.0,49264.0,8635.0,0.0,232.0,0.0,0.0,180622.0,56078.0,0.0,84550.0,7391.0,606160.0,606160.0,137451.0,0.0,39465.0,103248.0,778902.0,0.0,678144.0,100759.0,1346089.0,137451.0,0.0,1208638.0,41.39,0.0,98089.0,23259.0,0.0,45016.0,60026.0,688650.0,2025342.0,1385062.0,1208638.0,1145491.0,63147.0,0.0,44352.0,14716.0,2124991.0,39885.0,60874.0,221290.0,484519.0,1915.0,149024.0,84759.0,65529.0,0.0,0.0,9841.0,46486.0,19230.0,14581.0,5245.0,4193.0,2947.0,1467.0,2942.0,50.0,3770.0,3656.0,63716.0,5140.0,20390.0,23927.0,138085.0,7412.0,1120.0,62245.0,39469.0,18008.0,239731.0,1686.0,20390.0,14864.0,20241.0,11486.0,149625.0,10908.0,3956.0,1425.0,0.0,86907.0,4431.0,87048.0,163594.0,57899.0,232.0,236700.0,91941.0,142713.0,121348.0,105042.0,1522512.0,221290.0,1172348.0,128875.0,59068.0,91338.0,51714.0,0.0,45123.0,6591.0,85134.0,1287316.0,78835.0,60735.0,0.0,0.0,6844.0,29228.0,18100.0,20536.0,6821.0,1728.0,8938.0,4740.0,54958.0,182.0,232930.0,88285.0,542444.0,137573.0,200899.0,185541.0,798731.0,113936.0,103922.0,626406.0,477391.0,165662.0,1785611.0,57382.0,200899.0,469655.0,158287.0,79852.0,1372887.0,324331.0,145324.0,50289.0
Mato Grosso do Sul,2021,2756857.0,286981.0,2469876.0,0.0,33309.0,62449.0,1457412.0,0.0,151345.0,169039.0,126599.0,71943.0,54655.0,0.0,0.0,0.0,42440.0,21076.0,21364.0,17694.0,0.0,51494.0,9759.0,0.0,533.0,0.0,0.0,175518.0,66754.0,0.0,95034.0,11671.0,619143.0,619143.0,121004.0,0.0,38048.0,104748.0,738655.0,0.0,648412.0,90243.0,1399059.0,121004.0,0.0,1278055.0,41.3,0.0,105639.0,24470.0,0.0,47246.0,63504.0,680302.0,2004062.0,1357798.0,1278055.0,1202832.0,75224.0,0.0,41671.0,19567.0,2137714.0,39265.0,50978.0,234488.0,518307.0,1802.0,156129.0,93020.0,71943.0,0.0,0.0,10081.0,46100.0,21076.0,19081.0,7075.0,5043.0,4376.0,1264.0,2575.0,61.0,4819.0,3662.0,65943.0,3127.0,21848.0,23242.0,139032.0,4302.0,1065.0,64908.0,39480.0,21468.0,249447.0,518.0,21848.0,15686.0,26225.0,11641.0,159019.0,11274.0,4412.0,1370.0,0.0,93332.0,4192.0,95758.0,169039.0,61253.0,533.0,242272.0,106705.0,142796.0,130109.0,110750.0,1478802.0,234488.0,1121559.0,122755.0,61239.0,97524.0,60077.0,0.0,49334.0,10744.0,93956.0,1301283.0,76019.0,54655.0,0.0,0.0,7757.0,26865.0,21364.0,19452.0,5552.0,4339.0,8453.0,3601.0,58678.0,472.0,237453.0,103043.0,553200.0,139668.0,212640.0,182893.0,770929.0,125807.0,109685.0,615394.0,479374.0,160565.0,1754615.0,60721.0,212640.0,502621.0,160854.0,85883.0,1319782.0,363242.0,139379.0,58707.0
Mato Grosso do Sul,2022,2781627.0,267399.0,2514228.0,0.0,36053.0,61562.0,1505801.0,0.0,140539.0,158523.0,122566.0,66849.0,55717.0,0.0,0.0,0.0,35957.0,17104.0,18853.0,17984.0,0.0,65802.0,8709.0,0.0,651.0,0.0,0.0,193762.0,60156.0,0.0,102704.0,11214.0,605304.0,605304.0,72627.0,0.0,49792.0,116598.0,731212.0,0.0,677603.0,53609.0,1445111.0,72627.0,0.0,1372483.0,41.77,0.0,116812.0,32988.0,0.0,58991.0,65617.0,670522.0,2021910.0,1336516.0,1372483.0,1324019.0,48464.0,0.0,48189.0,23367.0,2176323.0,20717.0,32892.0,234474.0,525243.0,2315.0,150839.0,83953.0,66849.0,0.0,0.0,8162.0,43599.0,17104.0,16019.0,6859.0,4842.0,3708.0,764.0,2398.0,23.0,5570.0,3967.0,62124.0,3053.0,21143.0,20003.0,133874.0,5439.0,934.0,54436.0,37536.0,18664.0,232001.0,972.0,21143.0,14255.0,21925.0,13565.0,144232.0,9853.0,4402.0,978.0,0.0,88945.0,5037.0,97615.0,158523.0,74511.0,651.0,253919.0,113919.0,166390.0,149800.0,124609.0,1409144.0,234474.0,1064411.0,110259.0,71556.0,93982.0,67009.0,0.0,55260.0,11750.0,95300.0,1354962.0,74570.0,55717.0,0.0,0.0,7589.0,22850.0,18853.0,20235.0,6898.0,3488.0,9878.0,3633.0,72113.0,628.0,248349.0,109951.0,543180.0,163336.0,213331.0,169599.0,749658.0,144361.0,123675.0,616086.0,543791.0,170688.0,1789909.0,70584.0,213331.0,510988.0,156172.0,80417.0,1264912.0,380977.0,130011.0,66032.0
Mato Grosso do Sul,2023,2805659.0,259884.0,2545775.0,0.0,31187.0,68518.0,1554571.0,0.0,130348.0,149354.0,116890.0,62369.0,54521.0,0.0,0.0,0.0,32463.0,16506.0,15957.0,19005.0,0.0,67075.0,13359.0,0.0,146.0,0.0,0.0,208272.0,76476.0,0.0,97241.0,9983.0,574905.0,574905.0,63787.0,0.0,56136.0,129721.0,732452.0,0.0,686976.0,45476.0,1498301.0,63787.0,0.0,1434514.0,42.29,0.0,116629.0,30646.0,0.0,63482.0,83805.0,676183.0,2019776.0,1307358.0,1434514.0,1397443.0,37071.0,0.0,52990.0,20766.0,2230754.0,15909.0,29567.0,204433.0,581450.0,4093.0,153186.0,78875.0,62369.0,0.0,0.0,6980.0,43753.0,16506.0,15599.0,5300.0,3414.0,2374.0,1455.0,2736.0,37.0,5223.0,4858.0,56284.0,3762.0,20686.0,19311.0,125323.0,3849.0,1302.0,50414.0,40016.0,15985.0,223280.0,2102.0,20686.0,15918.0,22645.0,11981.0,138891.0,9051.0,6867.0,2174.0,0.0,84689.0,4806.0,99705.0,149354.0,80433.0,146.0,284748.0,107224.0,185858.0,147276.0,147287.0,1371145.0,204433.0,1053387.0,113324.0,73756.0,89496.0,69232.0,0.0,58193.0,11039.0,95611.0,1401384.0,70479.0,54521.0,0.0,0.0,5755.0,21595.0,15957.0,20818.0,4755.0,2379.0,10934.0,4243.0,77697.0,108.0,279525.0,102366.0,518621.0,182095.0,183747.0,164050.0,748526.0,143426.0,145986.0,625770.0,551313.0,174540.0,1796496.0,71654.0,183747.0,565531.0,158066.0,77515.0,1232254.0,415410.0,150121.0,67059.0
Mato Grosso do Sul,2024,2828857.0,250822.0,2578035.0,0.0,31243.0,61586.0,1568034.0,0.0,126208.0,144684.0,111132.0,52854.0,58278.0,0.0,0.0,0.0,33552.0,13848.0,19703.0,18476.0,0.0,68619.0,14564.0,0.0,0.0,0.0,0.0,218801.0,65806.0,0.0,93341.0,11291.0,578826.0,578826.0,59086.0,0.0,56831.0,126418.0,766325.0,0.0,715444.0,50881.0,1483705.0,59086.0,0.0,1424619.0,41.56,0.0,111231.0,33216.0,0.0,60962.0,83153.0,681996.0,2054416.0,1345151.0,1424619.0,1383150.0,41469.0,0.0,50408.0,22432.0,2250030.0,17812.0,33069.0,201488.0,572952.0,2698.0,146033.0,66702.0,52854.0,0.0,0.0,6436.0,33234.0,13848.0,14936.0,5273.0,3076.0,2276.0,1471.0,3010.0,0.0,8315.0,4238.0,54794.0,5972.0,17571.0,18243.0,118339.0,5299.0,1399.0,49995.0,41819.0,15395.0,215032.0,1637.0,17571.0,18219.0,21236.0,13471.0,135435.0,12737.0,5481.0,2645.0,0.0,92599.0,4152.0,92828.0,144684.0,83183.0,0.0,284608.0,104632.0,183249.0,144447.0,144116.0,1404237.0,201488.0,1082822.0,119928.0,72840.0,96751.0,73282.0,0.0,61352.0,11930.0,90130.0,1422002.0,77981.0,58278.0,0.0,0.0,6780.0,25032.0,19703.0,22801.0,6157.0,2483.0,10054.0,4674.0,80173.0,0.0,276293.0,100394.0,524032.0,177276.0,183917.0,171580.0,752646.0,139148.0,142717.0,632001.0,577740.0,179073.0,1839384.0,71203.0,183917.0,554734.0,158344.0,83280.0,1268803.0,410976.0,143758.0,70637.0
Mato Grosso do Sul,2025,2851104.0,262443.0,2588661.0,0.0,30086.0,67617.0,1623215.0,0.0,131331.0,148873.0,116966.0,56438.0,60528.0,0.0,0.0,0.0,31907.0,12960.0,18947.0,17542.0,0.0,67471.0,14593.0,0.0,0.0,0.0,0.0,217526.0,61277.0,0.0,89098.0,9341.0,561580.0,561580.0,44557.0,0.0,58838.0,132400.0,822370.0,0.0,782439.0,39931.0,1467154.0,44557.0,0.0,1422597.0,42.71,0.0,120238.0,32012.0,0.0,56805.0,78090.0,666309.0,2093763.0,1383950.0,1422597.0,1387139.0,35458.0,0.0,46543.0,21149.0,2289524.0,13185.0,26746.0,182639.0,574701.0,2425.0,154453.0,69398.0,56438.0,0.0,0.0,7126.0,34055.0,12960.0,15648.0,4786.0,3791.0,2799.0,1191.0,3217.0,0.0,7691.0,4510.0,57725.0,6038.0,18944.0,20104.0,120599.0,7801.0,1708.0,50264.0,42651.0,16816.0,225224.0,923.0,18944.0,18275.0,25053.0,12904.0,143708.0,13316.0,4959.0,2120.0,0.0,91196.0,3089.0,97703.0,148873.0,82064.0,0.0,278803.0,98439.0,191239.0,152250.0,134895.0,1428507.0,182639.0,1124278.0,121589.0,67692.0,94284.0,76355.0,0.0,60354.0,16001.0,95279.0,1468762.0,79475.0,60528.0,0.0,0.0,7310.0,25334.0,18947.0,23368.0,7818.0,2094.0,10060.0,3492.0,78847.0,0.0,271112.0,93929.0,503854.0,185201.0,163696.0,172389.0,760543.0,144449.0,133187.0,616045.0,592939.0,186860.0,1868539.0,66769.0,163696.0,556426.0,155808.0,81380.0,1284799.0,422163.0,134263.0,74235.0
Minas Gerais,2012,20103347.0,2993973.0,17109375.0,0.0,353165.0,231935.0,10410552.0,0.0,1291115.0,1322278.0,984963.0,616850.0,368113.0,0.0,0.0,0.0,337315.0,207980.0,129336.0,31164.0,0.0,372946.0,27013.0,0.0,440.0,0.0,0.0,1491046.0,204306.0,0.0,851419.0,46538.0,4138332.0,4138332.0,712944.0,0.0,381633.0,503944.0,5716746.0,0.0,5198447.0,518299.0,10248269.0,712944.0,0.0,9535325.0,40.8,0.0,1246204.0,190732.0,0.0,476890.0,320030.0,5554464.0,16611026.0,9855078.0,9535325.0,8889099.0,646226.0,0.0,339441.0,67082.0,15965015.0,157528.0,360771.0,1402967.0,2089354.0,33609.0,1567152.0,824830.0,616850.0,0.0,0.0,73159.0,572924.0,207980.0,64598.0,36323.0,69967.0,5125.0,2734.0,22286.0,0.0,57333.0,60802.0,686801.0,38369.0,209801.0,220954.0,1756209.0,80623.0,11383.0,740019.0,234788.0,148531.0,2729398.0,12184.0,209801.0,54774.0,368916.0,84053.0,1752301.0,39337.0,15436.0,16201.0,0.0,697547.0,7862.0,585100.0,1322278.0,399958.0,440.0,1695352.0,897957.0,885577.0,1436936.0,796920.0,10568023.0,1402967.0,8737639.0,427417.0,406523.0,705409.0,402875.0,0.0,371543.0,31332.0,551491.0,8843400.0,497448.0,368113.0,0.0,0.0,49799.0,299347.0,129336.0,60684.0,20949.0,43365.0,16767.0,6537.0,377672.0,440.0,1638019.0,837155.0,3451531.0,847209.0,1193166.0,1572303.0,6679687.0,1356313.0,785537.0,4814444.0,3390527.0,1069577.0,13881629.0,394339.0,1193166.0,2034580.0,1169535.0,621356.0,8815721.0,1430091.0,604489.0,386674.0
Minas Gerais,2013,20227830.0,3150581.0,17077249.0,0.0,330151.0,229519.0,10619128.0,0.0,1360053.0,1388783.0,1038948.0,642406.0,396542.0,0.0,0.0,0.0,349834.0,236447.0,113387.0,28730.0,0.0,394557.0,24649.0,0.0,117.0,0.0,0.0,1467416.0,213444.0,0.0,869278.0,43024.0,4074582.0,4074582.0,688853.0,0.0,379764.0,504503.0,5807401.0,0.0,5351053.0,456348.0,10345847.0,688853.0,0.0,9656995.0,41.15,0.0,1233106.0,167004.0,0.0,489422.0,337408.0,5534120.0,16670208.0,9881983.0,9656995.0,9090019.0,566976.0,0.0,362202.0,84103.0,16153249.0,148372.0,307976.0,1401289.0,2156334.0,32736.0,1648716.0,878853.0,642406.0,0.0,0.0,83828.0,609060.0,236447.0,74701.0,43662.0,59538.0,6470.0,1593.0,28556.0,87.0,64145.0,64303.0,708664.0,37126.0,217792.0,237959.0,1844287.0,93225.0,10631.0,793200.0,269965.0,164133.0,2874577.0,12661.0,217792.0,58211.0,358233.0,93332.0,1815129.0,43384.0,14827.0,19798.0,0.0,712546.0,5957.0,559669.0,1388783.0,419206.0,117.0,1680860.0,912301.0,884267.0,1400110.0,826831.0,10570836.0,1401289.0,8688897.0,480650.0,446305.0,718503.0,420044.0,0.0,382699.0,37345.0,526934.0,8970412.0,509929.0,396542.0,0.0,0.0,52834.0,315520.0,113387.0,58854.0,20536.0,41519.0,15183.0,5484.0,390650.0,29.0,1616715.0,847999.0,3365917.0,847141.0,1183497.0,1545679.0,6566737.0,1306885.0,816200.0,4740920.0,3528711.0,1075130.0,13795630.0,433644.0,1183497.0,2098123.0,1079372.0,625171.0,8755707.0,1447767.0,650356.0,400246.0
Minas Gerais,2014,20348217.0,2868338.0,17479879.0,0.0,305543.0,242042.0,10834361.0,0.0,1159664.0,1194418.0,897858.0,534459.0,363399.0,0.0,0.0,0.0,296560.0,187964.0,108597.0,34754.0,0.0,399771.0,31016.0,0.0,569.0,0.0,0.0,1511482.0,230192.0,0.0,822042.0,46436.0,4003262.0,4003262.0,706100.0,0.0,400279.0,554243.0,5982447.0,0.0,5600404.0,382044.0,10362508.0,706100.0,0.0,9656407.0,41.12,0.0,1272020.0,196571.0,0.0,516426.0,371518.0,5510594.0,16599312.0,9985709.0,9656407.0,9136219.0,520188.0,0.0,375639.0,82219.0,16344955.0,122801.0,259243.0,1363720.0,2385185.0,33219.0,1527182.0,722422.0,534459.0,0.0,0.0,74137.0,494333.0,187964.0,67816.0,29836.0,49316.0,4048.0,2936.0,27481.0,0.0,57625.0,66228.0,634552.0,41454.0,197788.0,222358.0,1646822.0,99200.0,13832.0,706603.0,285557.0,137981.0,2602726.0,15561.0,197788.0,67823.0,310008.0,88497.0,1684646.0,44619.0,23204.0,18172.0,0.0,689750.0,6898.0,547585.0,1194418.0,430787.0,569.0,1741674.0,868478.0,954522.0,1468591.0,887944.0,10691809.0,1363720.0,8776143.0,551947.0,457858.0,696648.0,407333.0,0.0,369984.0,37349.0,514366.0,9307179.0,471996.0,363399.0,0.0,0.0,50458.0,267926.0,108597.0,72340.0,20807.0,32695.0,22274.0,5496.0,403305.0,569.0,1684049.0,802250.0,3368710.0,913068.0,1165931.0,1574885.0,6513409.0,1369391.0,874112.0,4803990.0,3739394.0,1102279.0,13996586.0,442298.0,1165931.0,2317362.0,1066618.0,608151.0,9007163.0,1645936.0,671425.0,389162.0
